,Address,Price,Beds,Baths,Area_Sqft,City,Zipcode,Parking_Size,In_Unit_Aminity_Count,Community_Aminity_Count
794,"2319 College Ave,Berkeley, CA 94704",3000,2,1,450.0,Berkeley,94704,0,1,0
795,"936 63rd St Unit 1,Oakland, CA 94608",2200,2,1,672.0,Berkeley,94608,0,2,2
796,"2134 Woolsey St,Berkeley, CA 94705",2850,2,1,500.0,Berkeley,94705,0,3,2
797,"3058 Benvenue Ave,Berkeley, CA 94705",5200,3,1.5,1374.0,Berkeley,94705,0,2,1
798,"2225 Hearst Ave,Berkeley, CA 94709",999,1,1,218.0,Berkeley,94709,0,3,0
799,"2521 Piedmont Ave,Berkeley, CA 94704",2300,1,1,540.0,Berkeley,94704,0,0,0
800,"2221 Parker St,Berkeley, CA 94704",2995,2,1,745.0,Berkeley,94704,0,4,2
801,"1628 Fairview St,Berkeley, CA 94703",2350,1,1,625.0,Berkeley,94703,0,2,1
802,"2540 Benvenue Ave,Berkeley, CA 94704",0,23,24,15912.0,Berkeley,94704,0,0,0
803,"2747 San Pablo Ave Unit B,Berkeley, CA 94702",3100,1,1,1115.0,Berkeley,94702,0,1,0
804,"1817 7th St,Berkeley, CA 94710",2400,2,1,775.0,Berkeley,94710,0,0,0
805,"2901 Lorina St,Berkeley, CA 94705",3600,3,1,700.0,Berkeley,94705,0,1,0
806,"1862 Arch St,Berkeley, CA 94709",0,10,11,7352.0,Berkeley,94709,0,0,0
807,"2360 Ellsworth St,Berkeley, CA 94704",0,13,9,5037.0,Berkeley,94704,0,0,0
808,"2350 Prospect St,Berkeley, CA 94704",999,1,1,184.0,Berkeley,94704,0,3,0
809,"2322 Haste St,Berkeley, CA 94704",0,3,25,13104.0,Berkeley,94704,0,0,0
810,"1468 Olympus Ave,Berkeley, CA 94708",5800,3,2,1600.0,Berkeley,94708,0,5,2
811,"2618 College Ave,Berkeley, CA 94704",3700,2,1,680.0,Berkeley,94704,0,0,0
812,"2627 Fulton St,Berkeley, CA 94704",2200,1,1,426.0,Berkeley,94704,0,2,1
813,"2425 Ellsworth St,Berkeley, CA 94704",4800,3,1,800.0,Berkeley,94704,0,0,0
814,"1626 Bonita Ave,Berkeley, CA 94709",2300,1,1,630.0,Berkeley,94709,0,2,0
815,"1385 Shattuck Ave,Berkeley, CA 94709",2045,1,1,540.0,Berkeley,94709,0,0,0
816,"1920 Francisco St,Berkeley, CA 94709",0,43,43,28933.0,Berkeley,94709,0,0,0
817,"1630 Russell St,Berkeley, CA 94703",2465,2,1,750.0,Berkeley,94703,0,1,2
818,"1635 Francisco St,Berkeley, CA 94703",2500,2,1,700.0,Berkeley,94703,0,1,0
819,"1642 Harmon St,Berkeley, CA 94703",2500,2,1,650.0,Berkeley,94703,0,3,2
820,"1803 8th St,Berkeley, CA 94710",3775,3,1,1100.0,Berkeley,94710,0,1,0
821,"2811 Telegraph Ave,Berkeley, CA 94705",2150,2,1,700.0,Berkeley,94705,0,0,0
822,"2500 Dana St,Berkeley, CA 94704",2450,1,1,600.0,Berkeley,94704,0,2,1
823,"2240 Blake St,Berkeley, CA 94704",1400,3,1,970.0,Berkeley,94704,0,3,2
824,"1611 Russell St,Berkeley, CA 94703",2886,2,1,1000.0,Berkeley,94703,0,2,0
825,"946 San Benito Rd,Berkeley, CA 94707",2500,0,1,400.0,Berkeley,94707,0,2,0
826,"1115 Hearst Ave,Berkeley, CA 94702",5500,3,2.5,2334.0,Berkeley,94702,0,3,0
827,"1445 Carleton St,Berkeley, CA 94702",2300,1,1,602.0,Berkeley,94702,0,0,0
828,"6018 Adeline St,Oakland, CA 94608",2795,1,1,800.0,Berkeley,94608,0,2,0
829,"1770 La Loma Ave,Berkeley, CA 94709",1099,1,8,140.0,Berkeley,94709,0,2,0
830,"1806 8th St,Berkeley, CA 94710",2160,1,1,492.0,Berkeley,94710,0,0,1
831,"1443 Carleton St,Berkeley, CA 94702",2300,1,1,602.0,Berkeley,94702,0,1,2
832,"2425 Prospect St,Berkeley, CA 94704",999,1,1,180.0,Berkeley,94704,0,3,0
833,"2327 Dwight Way,Berkeley, CA 94704",3500,2,1,1150.0,Berkeley,94704,0,1,0
834,"2718 Dana St Unit 1,Berkeley, CA 94705",1950,0,1,600.0,Berkeley,94705,0,1,0
835,"1435 Parker St,Berkeley, CA 94702",1758121,7,5,2770.0,Berkeley,94702,0,0,0
836,"1438 DELAWARE St,Berkeley, CA 94702-1521",1124746,3,1,1041.0,Berkeley,-1521,0,0,0
837,"118 Strathmoor Dr,Berkeley, CA 94705",1400,1,1,190.0,Berkeley,94705,0,3,1
838,"690 61st St,Oakland, CA 94609",2287,2,1,600.0,Berkeley,94609,0,3,1
839,"2025 Kala Bagai Way,Berkeley, CA 94704",1431,0,1,371.0,Berkeley,94704,0,3,0
840,"2209 Haste St,Berkeley, CA 94704",10000,7,3,2017.0,Berkeley,94704,0,1,0
841,"620 San Miguel Ave Unit A,Berkeley, CA 94707",3000,1,1,637.0,Berkeley,94707,0,2,1
842,"2070 University Ave,Berkeley, CA 94704",1895,1,1,365.0,Berkeley,94704,0,0,0
843,"2700 Le Conte Ave #406,Berkeley, CA 94709",2300,1,1,682.0,Berkeley,94709,0,3,1
844,"1917 Sixth St Unit 01-12,Berkeley, CA 94710",2295,2,1,700.0,Berkeley,94710,0,0,1
845,"1241 Berkeley Way,Berkeley, CA 94702",1850,0,1,500.0,Berkeley,94702,0,0,1
846,"2130 Woolsey St Unit C,Berkeley, CA 94705",2000,1,1,550.0,Berkeley,94705,0,3,0
847,"1428 Seventh St,Berkeley, CA 94710",4500,2,1,800.0,Berkeley,94710,0,3,1
848,"150 Panoramic Way Unit 4,Berkeley, CA 94704",3200,2,1,450.0,Berkeley,94704,0,0,0
849,"2335 Warring St,Berkeley, CA 94704",999,1,6.5,161.0,Berkeley,94704,0,2,0
850,"2307 Prince St,Berkeley, CA 94705",4800,4,2,1347.0,Berkeley,94705,0,1,0
851,"150 Panoramic Way Unit 1,Berkeley, CA 94704",5000,2,1,900.0,Berkeley,94704,0,0,0
852,"2421 Durant Ave,Berkeley, CA 94704",1900,1,1,445.0,Berkeley,94704,0,0,0
853,"2923 Wheeler St Unit A,Berkeley, CA 94705",2099,1,1,673.0,Berkeley,94705,0,1,0
854,"1303 Stannage Ave Unit A,Berkeley, CA 94702",3900,3,1,1200.0,Berkeley,94702,0,6,0
855,"2818 Telegraph Ave Unit 36,Berkeley, CA 94705",1800,0,1,500.0,Berkeley,94705,0,1,1
856,"2070 University Ave Unit 211,Berkeley, CA 94704",1895,0,1,365.0,Berkeley,94704,0,2,0
857,"1815 Highland Pl Unit 4,Berkeley, CA 94709",1600,1,1,151.0,Berkeley,94709,0,0,0
858,"1379 Harmon St,Berkeley, CA 94702",2200,2,1,800.0,Berkeley,94702,0,2,0
859,"2818 Telegraph Ave Unit 1,Berkeley, CA 94705",2100,1,1,700.0,Berkeley,94705,0,1,2
860,"1323 Ashby Ave Unit D,Berkeley, CA 94702",2350,2,1,720.0,Berkeley,94702,0,0,0
861,"1399 Harmon St,Berkeley, CA 94702",3000,3,2,1300.0,Berkeley,94702,0,4,1
862,"1927 Dwight Way Unit 101,Berkeley, CA 94704",3300,2,1,782.0,Berkeley,94704,0,2,0
863,"2421 Durant Ave Unit 6,Berkeley, CA 94704",1900,0,1,445.0,Berkeley,94704,0,0,0
864,"2101 McGee Ave,Berkeley, CA 94703",1750,0,1,500.0,Berkeley,94703,0,2,0
865,"1632 Russell St Unit 2,Berkeley, CA 94703",2295,2,1,850.0,Berkeley,94703,0,0,0
866,"Civic Plaza10944 San Pablo Ave,El Cerrito, CA 94530",2075,2,2,756.0,Richmond,94530,1,10,8
867,"53 Lakeshore Ct,Richmond, CA 94804",2200,1,1,549.0,Richmond,94804,0,6,5
868,"1634 Portside Way,Richmond, CA 94804",3995,3,2.5,1831.0,Richmond,94804,0,3,0
869,"5001 Garvin Ave,Richmond, CA 94805",1700,0,1,400.0,Richmond,94805,0,2,0
870,"215 Tunnel Ave,Richmond, CA 94801",2744,2,1,1025.0,Richmond,94801,0,5,1
871,"Furnished Studio - Richmond - Hilltop Mall3170 Garrity Way,Richmond, CA 94806",3000,0,1,300.0,Richmond,94806,0,12,15
872,"5844 Arlington Blvd,Richmond, CA 94805",3144,3,2,1428.0,Richmond,94805,0,2,0
873,"3827 Waller Ave Unit 3827,Richmond, CA 94804",3000,2,1,700.0,Richmond,94804,0,0,0
874,"36 Christopher Ct,El Sobrante, CA 94803",3295,3,2,2001.0,Richmond,94803,0,1,0
875,"3263 Belmont Ave,El Cerrito, CA 94530",2195,2,1,800.0,Richmond,94530,0,2,0
876,"2810 Gaynor Ave,Richmond, CA 94804",3100,3,1,1169.0,Richmond,94804,0,3,0
877,"115 Murdock St,Richmond, CA 94804",3150,3,2,1584.0,Richmond,94804,0,4,1
878,"3307 Humphrey Ave,Richmond, CA 94804",2500,3,1,963.0,Richmond,94804,0,3,0
879,"5217 POTRERO Ave,El Cerrito, CA 94530-2120",712404,2,2,1267.0,Richmond,-2120,0,0,0
880,"5318 Ridgeview Cir #4,El Sobrante, CA 94803",2000,1,1,611.0,Richmond,94803,0,1,0
881,"276 S 41st St,Richmond, CA 94804",2495,2,1,900.0,Richmond,94804,0,1,0
882,"1513 Bissell Ave,Richmond, CA 94801",1890,2,1,909.0,Richmond,94801,0,0,0
883,"535 Pierce St #5201,Albany, CA 94706",3100,2,2,1170.0,Richmond,94706,0,3,2
884,"203 16th St,Richmond, CA 94801",1675,1,1,800.0,Richmond,94801,0,1,0
885,"501 S 26th St,Richmond, CA 94804",1875,2,1,650.0,Richmond,94804,0,0,0
886,"12 Lakeshore Ct,Richmond, CA 94804",2295,1,1,779.0,Richmond,94804,0,3,0
887,"651 Kern St Unit Richmond,Richmond, CA 94805",1800,1,1,400.0,Richmond,94805,0,3,2
888,"4367 Nelson Dr,El Sobrante, CA 94803",3200,3,1,1126.0,Richmond,94803,0,2,2
889,"1 Shoreline Ct Unit 99,Richmond, CA 94804",2375,1,1,550.0,Richmond,94804,0,1,1
890,"15 Montalvin Dr,San Pablo, CA 94806",2500,3,1,950.0,Richmond,94806,0,0,1
891,"149 W Richmond Ave,Richmond, CA 94801",1795,1,1,400.0,Richmond,94801,0,2,1
892,"2213 Humboldt St,El Cerrito, CA 94530",3350,2,1.5,1600.0,Richmond,94530,0,2,1
893,"202 Shoreline Ct Unit 202,Richmond, CA 94804",3300,2,2,1001.0,Richmond,94804,0,3,2
894,"1715 Livingston Ln Unit 1,Richmond, CA 94801",3100,3,2,1334.0,Richmond,94801,0,2,0
895,"The Terraces at Nevin22nd St & Nevin Ave,Richmond, CA 94801",1153,4,2,842.5,Richmond,94801,1,11,7
896,"SECOND and B STREET815 B St,San Rafael, CA 94901",3400,2,2,770.0,San Rafael,94901,1,4,4
897,"Highlands of Marin1001 Cresta Way,San Rafael, CA 94903",2695,3,2,1025.0,San Rafael,94903,3,5,15
898,"Furnished Studio - San Rafael - Francisco Blvd. East1775 Francisco Blvd E,San Rafael, CA 94901",3300,0,1,300.0,San Rafael,94901,0,11,17
899,"135 Nova Albion Way,San Rafael, CA 94903",2400,1,1,900.0,San Rafael,94903,0,1,2
900,"637 Idylberry Rd,San Rafael, CA 94903",5300,4,2,1986.0,San Rafael,94903,0,5,2
901,"144 Tamal Vista Dr,San Rafael, CA 94901",4800,3,2,1988.0,San Rafael,94901,0,4,1
902,"908 Lea Dr,San Rafael, CA 94903",4000,3,1.5,1440.0,San Rafael,94903,0,6,4
903,"108 Professional Center Pkwy,San Rafael, CA 94903",1849,1,1,475.0,San Rafael,94903,0,2,1
904,"73 Roundtree Blvd,San Rafael, CA 94903",3800,3,2,1165.0,San Rafael,94903,0,4,4
905,"526 Tarragon Dr,San Rafael, CA 94903",4650,3,2,1526.0,San Rafael,94903,0,3,2
906,"79 Roundtree Blvd,San Rafael, CA 94903",2850,2,1.5,949.0,San Rafael,94903,0,3,1
907,"1907 Las Gallinas Ave,San Rafael, CA 94903",4500,3,2,1416.0,San Rafael,94903,0,4,1
908,"228 Miramar Ave,San Rafael, CA 94901",3450,2,1,1184.0,San Rafael,94901,0,3,0
909,"10 Professional Center Pkwy #5,San Rafael, CA 94903",3300,2,1.5,1128.0,San Rafael,94903,0,2,2
910,"51 Robinhood Dr,San Rafael, CA 94901",5300,4,2,2104.0,San Rafael,94901,0,3,0
911,"124 Captains Cove Dr,San Rafael, CA 94903",3275,2,1,987.0,San Rafael,94903,0,2,0
912,"322 Greenfield Ave,San Anselmo, CA 94960",5350,3,2,1660.0,San Rafael,94960,0,5,1
913,"377 Highland Ave,San Rafael, CA 94901",2000,0,1,275.0,San Rafael,94901,0,1,2
914,"245 Adobestone Ct,San Rafael, CA 94903",4495,4,2,1260.0,San Rafael,94903,0,5,1
915,"40 Century Dr,Mill Valley, CA 94941",28000,5,4.5,5000.0,Mill Valley,94941,0,14,0
916,"439 Wellesley Ave,Mill Valley, CA 94941",11000,5,2.5,3555.0,Mill Valley,94941,0,13,0
917,"19 Knoll Ln,Mill Valley, CA 94941",0,3,2,15800.0,Mill Valley,94941,0,0,0
918,"528 Montford Ave,Mill Valley, CA 94941",10400,4,3,3207.0,Mill Valley,94941,0,5,3
919,"38 Mountain View Ave,Mill Valley, CA 94941",9250,4,2.5,2400.0,Mill Valley,94941,0,3,3
920,"10 Shelley Dr,Mill Valley, CA 94941",2608,2,1,860.0,Mill Valley,94941,0,4,1
921,"316 Rydal Ave,Mill Valley, CA 94941",7950,4,3,2329.0,Mill Valley,94941,0,3,1
922,"115 La Goma St,Mill Valley, CA 94941",15000,4,3,2172.0,Mill Valley,94941,0,4,0
923,"763 Bay Rd,Mill Valley, CA 94941",12000,3,3,2000.0,Mill Valley,94941,0,2,1
924,"305 Bristol Pl,Mill Valley, CA 94941",7500,5,3,2270.0,Mill Valley,94941,0,2,3
925,"1100 Western Ave,Mill Valley, CA 94941",7600,3,2,2000.0,Mill Valley,94941,0,5,1
926,"24 Heather Way,Mill Valley, CA 94941",6800,5,3,3122.0,Mill Valley,94941,0,2,1
927,"504 Browning St,Mill Valley, CA 94941",4300,2,1.5,1172.0,Mill Valley,94941,0,4,1
928,"150 Seminary Dr Unit 2B,Mill Valley, CA 94941",3950,2,2,1183.0,Mill Valley,94941,0,3,2
929,"1106 Shelter Bay Ave,Mill Valley, CA 94941",4695,2,2,1119.0,Mill Valley,94941,0,3,4
930,"1 Tamalpais Commons Ln,Mill Valley, CA 94941",6150,3,2.5,1608.0,Mill Valley,94941,0,2,1
931,"28 Harbor Cove Way,Mill Valley, CA 94941",11700,2,2,2344.0,Mill Valley,94941,0,2,1
932,"338 Edgewood Ave Unit A06-308423,Mill Valley, CA 94941",2350,0,1,600.0,Mill Valley,94941,0,0,0
933,"16 S Knoll Rd Unit 112,Mill Valley, CA 94941",2895,2,1,1100.0,Mill Valley,94941,0,2,1
934,"540 Sausalito Blvd,Sausalito, CA 94965",10500,3,2.5,2600.0,Sausalito,94965,0,1,0
935,"65 Edwards Ave,Sausalito, CA 94965",4100,2,1,900.0,Sausalito,94965,0,3,1
936,"308 Donahue St,Sausalito, CA 94965",3800,2,1.5,1322.0,Sausalito,94965,0,5,0
937,"40 Central Ave,Sausalito, CA 94965",5000,2,1,1200.0,Sausalito,94965,0,2,0
938,"104 Bulkley Ave #6,Sausalito, CA 94965",8500,2,2,1751.0,Sausalito,94965,0,3,0
939,"43 Marie St,Sausalito, CA 94965",3800,2,1.5,1170.0,Sausalito,94965,0,3,0
940,"40 Harrison Ave,Sausalito, CA 94965",5100,2,2.5,1200.0,Sausalito,94965,0,4,0
941,"200 San Carlos Ave,Sausalito, CA 94965",8950,3,2,1953.0,Sausalito,94965,0,4,5
942,"Seabridge at Glen Cove Apartments1 Spyglass Pkwy,Vallejo, CA 94591",2600,2,2,904.0,Vallejo,94591,1,6,4
943,"Fountain Plaza Hills300 Hilary Way,Vallejo, CA 94591",1750,2,2,766.5,Vallejo,94591,1,12,16
944,"135 Olympic Dr,Vallejo, CA 94589",3299,4,2.5,1978.0,Vallejo,94589,0,3,0
945,"519 Napa St,Vallejo, CA 94590",1849,2,1,700.0,Vallejo,94590,0,3,1
946,"100 Little River Ct,Vallejo, CA 94591",2450,2,2,989.0,Vallejo,94591,0,9,2
947,"1633 Valle Vista Ave,Vallejo, CA 94589",1995,2,1.5,905.0,Vallejo,94589,0,4,1
948,"168 Jordan St,Vallejo, CA 94591",2749,3,2,1092.0,Vallejo,94591,0,2,0
949,"119 Seascape Dr,Vallejo, CA 94591",3419,5,3,2088.0,Vallejo,94591,0,0,0
950,"110 Inverness Dr,Vallejo, CA 94589",3009,4,2,1696.0,Vallejo,94589,0,4,0
951,"118 Spencer St,Vallejo, CA 94589",2799,3,1,981.0,Vallejo,94589,0,2,0
952,"325 Ohio St,Vallejo, CA 94590",1500,1,1,600.0,Vallejo,94590,0,1,0
953,"807 Sutter St,Vallejo, CA 94590",1399,1,1,575.0,Vallejo,94590,0,0,0
954,"545 Georgia St,Vallejo, CA 94590",1199,0,1,400.0,Vallejo,94590,0,1,1
955,"111 12th St,Vallejo, CA 94590",2700,2,1,1200.0,Vallejo,94590,0,5,1
956,"1607 Valle Vista Ave,Vallejo, CA 94589",1900,2,1,800.0,Vallejo,94589,0,0,1
957,"712 Gateway Dr,Vallejo, CA 94589",1450,1,1,560.0,Vallejo,94589,0,0,0
958,"446 WHITNEY,CA 94589",546881,3,2,1320.0,Vallejo,94589,0,0,0
959,"258 Westwood St,Vallejo, CA 94591",1950,2,1,980.0,Vallejo,94591,0,0,0
960,"116 N Camino Alto,Vallejo, CA 94590",1550,0,1,575.0,Vallejo,94590,0,1,2
961,"108 Missouri St,Vallejo, CA 94590",1650,2,1,810.0,Vallejo,94590,0,1,1
962,"1488 Valle Vista Ave,Vallejo, CA 94589",1895,2,1,1000.0,Vallejo,94589,0,0,0
963,"1481 Valle Vista Ave,Vallejo, CA 94589",2250,2,1.5,950.0,Vallejo,94589,0,1,0
964,"236 Ohio St,Vallejo, CA 94590",1850,2,1,798.0,Vallejo,94590,0,0,0
965,"1333 N Camino Alto,Vallejo, CA 94589",266887,1,1,640.0,Vallejo,94589,0,0,0
966,"2203 Napa St Unit 1/2,Vallejo, CA 94590",2300,3,1,1300.0,Vallejo,94590,0,1,0
967,"735 Virginia St,Vallejo, CA 94590",1595,1,1,534.0,Vallejo,94590,0,0,0
968,"1201 Glen Cove Pkwy #1108,Vallejo, CA 94591",2400,2,2,1014.0,Vallejo,94591,0,3,1
969,"77 B St,Vallejo, CA 94590",2495,3,1,1200.0,Vallejo,94590,0,3,2
970,"1333 N Camino Alto #145,Vallejo, CA 94589",2100,2,1,736.0,Vallejo,94589,0,1,1
971,"1333 N Camino Alto #213,Vallejo, CA 94589",1350,0,1,500.0,Vallejo,94589,0,2,2
972,"132 Rainbow Ct,Vallejo, CA 94591",1850,2,1,1024.0,Vallejo,94591,0,4,0
973,"331 Lighthouse Dr,Vallejo, CA 94590",2150,2,1,840.0,Vallejo,94590,0,3,3
974,"731 Virginia St,Vallejo, CA 94590",1595,1,1,534.0,Vallejo,94590,0,1,0
975,"110 Alabama St,Vallejo, CA 94590",1650,2,1,800.0,Vallejo,94590,0,0,0
976,"241 Kentucky St,Vallejo, CA 94590",1320,1,1,465.0,Vallejo,94590,0,1,0
977,"419 Georgia St,Vallejo, CA 94590",1200,0,1,450.0,Vallejo,94590,0,0,0
978,"1222 York St,Vallejo, CA 94590",1695,2,1,700.0,Vallejo,94590,0,1,0
979,"827 Pennsylvania St,Vallejo, CA 94590",1495,1,1,437.0,Vallejo,94590,0,2,0
980,"326 Capitol St,Vallejo, CA 94590",1345,1,1,690.0,Vallejo,94590,0,1,0
981,"211 Hampshire St,Vallejo, CA 94590",3069,4,3,1966.0,Vallejo,94590,0,4,0
982,"403 Trinity St,Vallejo, CA 94590",1680,1,1,510.0,Vallejo,94590,0,1,0
983,"The Hadley555 E Evelyn Ave,Mountain View, CA 94041",3712,3,2,908.0,Mountain View,94041,0,7,6
984,"Avalon Towers on the Peninsula2400 W El Camino Real,Mountain View, CA 94040",3440,2,2,990.0,Mountain View,94040,2,4,7
985,"Verve1984 W El Camino Real,Mountain View, CA 94040",3290,2,2,1110.5,Mountain View,94040,2,9,9
986,"Reserve at Mountain View870 E El Camino Real,Mountain View, CA 94040",2385,2,2,784.0,Mountain View,94040,1,10,6
987,"Elan Mountain View1030 Castro St,Mountain View, CA 94040",3240,3,2,952.0,Mountain View,94040,1,9,14
988,"Birch Creek575 S Rengstorff Ave,Mountain View, CA 94040",2299,2,2,805.0,Mountain View,94040,2,2,8
989,"eaves Mountain View at Middlefield555 W Middlefield Rd,Mountain View, CA 94043",1990,2,2,726.5,Mountain View,94043,1,3,12
990,"500 W Middlefield Rd #133,Mountain View, CA 94043",2550,1,1,565.0,Mountain View,94043,0,1,1
991,"Glenwood Garden210 Calderon Ave,Mountain View, CA 94041",2444,2,1,750.0,Mountain View,94041,2,6,6
992,"eaves Creekside151 Calderon Ave,Mountain View, CA 94041",2175,2,1,579.0,Mountain View,94041,2,7,14
993,"Windemere395 Ano Nuevo Ave,Sunnyvale, CA 94085",2375,2,2,828.5,Mountain View,94085,2,13,17
994,"355 Palo Alto Ave,Mountain View, CA 94041",5500,3,2,1512.0,Mountain View,94041,0,4,0
995,"Camille Apartments2645 California St,Mountain View, CA 94040",2395,2,1,759.0,Mountain View,94040,0,13,10
996,"Park Regent2000 Latham St,Mountain View, CA 94040",2150,4,2,1212.5,Mountain View,94040,0,10,12
997,"301 Eaton Ln,Mountain View, CA 94043",4600,3,2.5,1390.0,Mountain View,94043,0,7,2
998,"305 Easy St Unit 13,Mountain View, CA 94043",2750,2,1,1000.0,Mountain View,94043,0,3,1
999,"Camille North Apartments2685 California St,Mountain View, CA 94040",2995,2,1,945.0,Mountain View,94040,0,16,11
1000,"564 Annie Laurie St #10,Mountain View, CA 94043",3000,2,1,960.0,Mountain View,94043,0,4,1
1001,"1977 Plymouth St,Mountain View, CA 94043",2385,1,1,525.0,Mountain View,94043,0,0,0
1002,"1270 Lubich Dr,Mountain View, CA 94040",6750,5,3,2834.0,Mountain View,94040,0,0,0
1003,"260 Mariposa Ave,Mountain View, CA 94041",1925,0,1,430.0,Mountain View,94041,0,0,2
1004,"2523 Nedson Ct,Mountain View, CA 94043",4500,3,2,1116.0,Mountain View,94043,0,4,0
1005,"1290 Brookfield Ave,Sunnyvale, CA 94087",2150,1,1,680.0,Mountain View,94087,0,1,1
1006,"390 Carmelita Dr,Mountain View, CA 94040",4500,3,1,943.0,Mountain View,94040,0,2,0
1007,"251 W Evelyn Ave,Mountain View, CA 94041",5350,3,3.5,1704.0,Mountain View,94041,0,6,1
1008,"1945 Mount Vernon Ct #16,Mountain View, CA 94040",3400,2,2,1300.0,Mountain View,94040,0,2,0
1009,"California St Apartments1980 California St,Mountain View, CA 94040",2750,2,1,682.5,Mountain View,94040,0,0,0
1010,"360 Chiquita Ave,Mountain View, CA 94041",2200,1,1,580.0,Mountain View,94041,0,1,3
1011,"700 Chiquita Ave #2,Mountain View, CA 94041",4650,2,2.5,1180.0,Mountain View,94041,0,3,1
1012,"81 Glenmead Ct,Mountain View, CA 94040",5350,3,3,1928.0,Mountain View,94040,0,4,0
1013,"191 Easy St,Mountain View, CA 94043",4500,3,2.5,1400.0,Mountain View,94043,0,5,2
1014,"345 Windingwood Ct,Mountain View, CA 94040",3995,2,2.5,1240.0,Mountain View,94040,0,5,2
1015,"1445 Mercy St,Mountain View, CA 94041",4500,2,1,989.0,Mountain View,94041,0,3,2
1016,"2491 Whitney Dr,Mountain View, CA 94043",3030,2,1,840.0,Mountain View,94043,0,2,1
1017,"139 Concord Cir,Mountain View, CA 94040",5600,3,2.5,1300.0,Mountain View,94040,0,1,0
1018,"431 Lotus Ln,Mountain View, CA 94043",4095,3,2,1290.0,Mountain View,94043,0,2,1
1019,"376 View St #4,Mountain View, CA 94041",2795,2,1,750.0,Mountain View,94041,0,1,0
1020,"221 Easy St #3,Mountain View, CA 94043",3295,2,1.5,1040.0,Mountain View,94043,0,4,0
1021,"1201 El Monte Ave,Mountain View, CA 94040",5975,3,2,1382.0,Mountain View,94040,0,2,0
1022,"1339 Park Dr,Mountain View, CA 94040",2950,1,1,620.0,Mountain View,94040,0,1,0
1023,"1973 San Luis Ave,Mountain View, CA 94043",2995,2,2,860.0,Mountain View,94043,0,2,0
1024,"2110 W Middlefield Rd,Mountain View, CA 94043",2895,1,1,950.0,Mountain View,94043,0,5,3
1025,"255 S Rengstorff Ave #6,Mountain View, CA 94040",2960,1,1,784.0,Mountain View,94040,0,5,3
1026,"2336 California St Unit 24,Mountain View, CA 94040",2000,1,1,900.0,Mountain View,94040,0,1,2
1027,"185 Escuela Ave Unit A,Mountain View, CA 94040",3095,2,1,850.0,Mountain View,94040,0,3,1
1028,"211 Easy St Unit 2,Mountain View, CA 94043",2695,2,1,900.0,Mountain View,94043,0,2,1
1029,"532 Easy St Unit B,Mountain View, CA 94043",4545,4,3,1700.0,Mountain View,94043,0,4,0
1030,"717 Mountain View Ave Unit C,Mountain View, CA 94041",3200,2,2,1000.0,Mountain View,94041,0,2,1
1031,"178 Centre St Unit 18,Mountain View, CA 94041",2250,1,1,650.0,Mountain View,94041,0,0,2
1032,"620 Alamo Ct,Mountain View, CA 94043",2195,1,1,650.0,Mountain View,94043,0,2,2
1033,"647 Victor Way Unit 1,Mountain View, CA 94040",2795,2,1,950.0,Mountain View,94040,0,1,2
1034,"1930 Mount Vernon Ct,Mountain View, CA 94040",3000,2,1,850.0,Mountain View,94040,0,3,1
1035,"430 Hart Ct,Mountain View, CA 94043",4250,2,2.5,1236.0,Mountain View,94043,0,2,2
1036,"1060 W Dana St,Mountain View, CA 94041",4100,3,1,1176.0,Mountain View,94041,0,4,0
1037,"280 Easy St #505,Mountain View, CA 94043",2700,2,1,967.0,Mountain View,94043,0,0,1
1038,"376 View St #5,Mountain View, CA 94041",2795,2,1,720.0,Mountain View,94041,0,1,0
1039,"1908 Cambridge Dr,Mountain View, CA 94043",4195,2,2.5,1490.0,Mountain View,94043,0,6,0
1040,"926 Camille Ln,Mountain View, CA 94040",5300,3,3.5,2022.0,Mountain View,94040,0,10,0
1041,"Furnished Studio - San Jose - Mountain View190 E El Camino Real,Mountain View, CA 94041",3240,0,1,270.0,Mountain View,94041,0,11,13
1042,"The Palamino2755 El Camino Real,Palo Alto, CA 94306",3392,1,1,462.5,Palo Alto,94306,1,14,13
1043,"Southwood2850 Middlefield Rd,Palo Alto, CA 94306",3139,2,2,865.0,Palo Alto,94306,1,4,5
1044,"Stanford Villa3375 Alma St,Palo Alto, CA 94306",2415,2,2,820.0,Palo Alto,94306,2,12,15
1045,"2046 Emerson St,Palo Alto, CA 94301",4495,2,1,950.0,Palo Alto,94301,0,1,1
1046,"Camille Apartments2645 California St,Mountain View, CA 94040",2395,2,1,759.0,Palo Alto,94040,0,13,10
1047,"1235 Alma St,Palo Alto, CA 94301",6500,3,2.5,2240.0,Palo Alto,94301,0,4,0
1048,"174 E Charleston Rd,Palo Alto, CA 94306",2000,0,1,230.0,Palo Alto,94306,0,0,0
1049,"800 High St #114,Palo Alto, CA 94301",5750,2,2,1270.0,Palo Alto,94301,2,3,1
1050,"Camille North Apartments2685 California St,Mountain View, CA 94040",2995,2,1,945.0,Palo Alto,94040,0,16,11
1051,"516 Thain Way,Palo Alto, CA 94306",4600,3,2,1150.0,Palo Alto,94306,0,2,1
1052,"936 Waverley St,Palo Alto, CA 94301",6250,3,2,1404.0,Palo Alto,94301,0,2,0
1053,"200 Waverley St,Menlo Park, CA 94025",4500,1,1,750.0,Palo Alto,94025,0,3,0
